시구,설치장소,주소,급속충전기(대),완속충전기(대)
전체,청도지사,경상북도 청도군 청도읍 고수리 858-1,1 ,0 
전체,청도지사(고객),경상북도 청도군 청도읍 고수리 859-1,1 ,0 
전체,(청주방면)청송휴게소,경상북도 청송군 파천면 중평리 594-1,1 ,0 
전체,청송군청 주차장,경상북도 청송군 청송읍 월막리 330,1 ,0 
전체,청송지사,경상북도 청송군 청송읍 월막리 426-1,1 ,0 
전체,청송지사,경상북도 청송군 청송읍 월막리 426-1,0 ,2 
전체,애경사원아파트,충청남도 청양군 정산면 서정리 293-9,0 ,1 
전체,한국전력 전기차충전소 목면사무소,충청남도 청양군 목면 안심리 585-7,1 ,0 
전체,한국전력 전기차충전소 화성면사무소,충청남도 청양군 화성면 산정리 130-5,1 ,0 
전체,한국전력공사 청양지사,충청남도 청양군 청양읍 벽천리 270-11,0 ,1 
전체,내수덕일한마음 아파트,충청북도 청주시 청원구 내수읍 은곡묵방길 28,1 ,1 
전체,오송역(KTX),충청북도 청주시 흥덕구 오송읍 궁평리 368-1,0 ,2 
전체,주원애뜰2차빌라,충청북도 청주시 상당구 남일면 효촌송정1길 22-12,0 ,1 
전체,홈플러스 오창점,충청북도 청주시 청원구 중심상업1로 8-11,1 ,0 
전체,금천수정 아파트,충청북도 청주시 상당구 금천동 꽃산동로 40,0 ,2 
전체,미동산수목원,충청북도 청주시 상당구 미원면 미원리 16,1 ,0 
전체,용암덕성그린아파트,충청북도 청주시 상당구 용암동 용암로 3,1 ,0 
전체,용암덕일마이빌 아파트,충청북도 청주시 상당구 용암동 중흥로 148,1 ,3 
전체,우미린에듀파크2단지,충청북도 청주시 상당구 용담동 467,0 ,3 
전체,장자마을10단지 부영아파트,충청북도 청주시 상당구 금천동 호미로233번길 74,1 ,2 
전체,장자마을8단지부영 아파트,충청북도 청주시 상당구 금천동 320,1 ,3 
전체,장자마을9단지부영 아파트,충청북도 청주시 상당구 금천동 중고개로 286,1 ,1 
전체,장자마을현대 아파트,충청북도 청주시 상당구 금천동 수영로 328,1 ,0 
전체,중흥마을1단지,충청북도 청주시 상당구 용암동 중흥로 173,1 ,3 
전체,청주랜드,충청북도 청주시 상당구 명암동 70,1 ,0 
전체,청주시립도서관,충청북도 청주시 상당구 용암동 2098,2 ,0 
전체,KBS 방송국,충청북도 청주시 서원구 성화동 456,1 ,0 
전체,개신두진백로1차 아파트,충청북도 청주시 서원구 개신동 모충로 38,0 ,2 
전체,개신삼익1차 아파트,충청북도 청주시 서원구 개신동 1-1,1 ,3 
전체,개신삼익2차 아파트,충청북도 청주시 서원구 창직로12번길 65,1 ,2 
전체,개신푸르지오아파트,충청북도 청주시 서원구 개신동 신율로 13,1 ,2 
전체,농어촌공사 충북지역본부,충청북도 청주시 서원구 분평동 1426,1 ,0 
전체,모충두산한솔 아파트,충청북도 청주시 서원구 모충동 473,1 ,1 
전체,분평1단지뜨란채아파트,충청북도 청주시 서원구 분평동 월평로 25,1 ,3 
전체,분평계룡리슈빌1단지,충청북도 청주시 서원구 분평동 매봉로 26-1,0 ,2 
전체,분평계룡리슈빌2단지,충청북도 청주시 서원구 분평동 매봉로 28,0 ,2 
전체,사창 대원칸타빌,충청북도 청주시 서원구 사창동 예체로67번길 87,1 ,0 
전체,산남부영사랑으로,충청북도 청주시 서원구 산남동 1094,1 ,3 
전체,산남푸르지오,충청북도 청주시 서원구 산남동 679,1 ,3 
전체,삼호 아파트,충청북도 청주시 서원구 모충동 모충로104번길 25,0 ,2 
전체,성화다안채,충청북도 청주시 서원구 성화동 1034,1 ,0 
전체,이마트 청주점,충청북도 청주시 서원구 미평동 123-1,1 ,0 
전체,청주전력지사,충청북도 청주시 서원구 남이면 척산리 50,0 ,1 
전체,청주푸르지오캐슬 아파트1단지,충청북도 청주시 서원구 사직동 931,2 ,1 
전체,청주푸르지오캐슬 아파트4단지,충청북도 청주시 서원구 사직동 937,1 ,3 
전체,청주푸르지오캐슬2단지 아파트,충청북도 청주시 서원구 사직동 927,1 ,2 
전체,청주푸르지오캐슬5단지 아파트,충청북도 청주시 서원구 사직동 예체로 30,1 ,3 
전체,충북직할,충청북도 청주시 서원구 구룡산로 51,0 ,11 
전체,충북직할(공용),충청북도 청주시 서원구 성화동 829,2 ,4 
전체,남광하우스토리A단지,충청북도 청주시 청원구 사천동 율봉로 7,1 ,2 
전체,남광하우스토리B단지,충청북도 청주시 청원구 사천동 율봉로 8,1 ,2 
전체,대원칸타빌2차아파트,충청북도 청주시 청원구 주성동 1023,1 ,3 
전체,동청주지사,충청북도 청주시 청원구 우암동 343-1,1 ,2 
전체,삼정2차 아파트,충청북도 청주시 청원구 율량동 율봉로175번길 54,0 ,2 
전체,오창중앙하이츠빌 아파트,충청북도 청주시 청원구 오창읍 오창중앙로 28,1 ,2 
전체,오창휴게소(통영방향),충청북도 청주시 청원구 오창읍 화산리 395-15,1 ,0 
전체,오창휴게소(하남방향),충청북도 청주시 청원구 오창읍 화산리 395,1 ,0 
전체,우림필유1차아파트,충청북도 청주시 청원구 오창읍 각리 638-1,1 ,1 
전체,율량7단지선광로즈웰1차 아파트,충청북도 청주시 청원구 율량동 율량로 157,1 ,2 
전체,율량대원칸타빌3차,충청북도 청주시 청원구 주성동 율량로 135,1 ,3 
전체,율량대원칸타빌4차 아파트,충청북도 청주시 청원구 율량동 율중로 10,1 ,3 
전체,율량동아아파트,충청북도 청주시 청원구 율량동 1569,0 ,2 
전체,율량두진백로그린타운,충청북도 청주시 청원구 율량동 충청대로139번길 18,1 ,3 
전체,율량삼성 아파트,충청북도 청주시 청원구 율량동 주성로 118번길 12,0 ,3 
전체,율량삼성아파트2차,충청북도 청주시 청원구 율량동 1180,0 ,3 
전체,율량선광로즈웰2차 아파트,충청북도 청주시 청원구 주성동 율량로 119,1 ,2 
전체,율량제일풍경채,충청북도 청주시 청원구 율량동 율중로 69,1 ,2 
전체,율량현대산업개발 아파트,충청북도 청주시 청원구 율량동 주성로132번길 27,1 ,2 
전체,은곡천일 아파트,충청북도 청주시 청원구 내수읍 은곡묵방길 52-10,1 ,1 
전체,주성동대원칸타빌1단지 아파트,충청북도 청주시 청원구 주성동 율량로 103,1 ,3 
전체,청원구청,충청북도 청주시 청원구 우암동 354-23,2 ,0 
전체,청원보건소,충청북도 청주시 청원구 오창읍 각리 639-1,1 ,0 
전체,청주공항,충청북도 청주시 청원구 내수읍 입상리 79-9,2 ,0 
전체,(봉명)두진하트리움 아파트,충청북도 청주시 흥덕구 봉명동 덕암로30번길 19,0 ,2 
전체,가경벽산아파트,충청북도 청주시 흥덕구 가경동 762,0 ,3 
전체,가경한라비발디 아파트,충청북도 청주시 흥덕구 가경동 서현서로 40,1 ,2 
전체,가경호반베르디움,충청북도 청주시 흥덕구 가경동 1759,1 ,2 
전체,강내농협 하나로마트,충청북도 청주시 흥덕구 강내면 월곡리 299-7,1 ,0 
전체,금호어울림 아파트,충청북도 청주시 흥덕구 복대동 대신로73번길 14,1 ,1 
전체,금호어울림2단지,충청북도 청주시 흥덕구 복대동 대신로74번길 21,1 ,1 
전체,두산위브지웰시티,충청북도 청주시 흥덕구 복대동 대농로 55,2 ,5 
전체,리버파크자이아파트,충청북도 청주시 흥덕구 옥산면 가락리 981,0 ,15 
전체,봉명2송정동 행정복지센터,충청북도 청주시 흥덕구 주현로 41번길 18,1 ,0 
전체,봉명아이파크,충청북도 청주시 흥덕구 봉명동 2752,1 ,2 
전체,삼일원앙아파트,충청북도 청주시 흥덕구 가경동 1514,0 ,1 
전체,세원테마빌,충청북도 청주시 흥덕구 복대동 2607,1 ,2 
전체,청원신성미소지움 아파트,충청북도 청주시 흥덕구 강내면 탑연리 388,1 ,0 
전체,청주가경대림아파트,충청북도 청주시 흥덕구 가경동 764,0 ,1 
전체,청주가경아이파크1단지,충청북도 청주시 흥덕구 가경동 2220,0 ,5 
전체,청주아름다운나날2차,충청북도 청주시 흥덕구 복대동 증안로 100,1 ,3 
전체,충북 MBC,충청북도 청주시 흥덕구 가경동 352-8,2 ,0 
전체,충청북도보건환경연구원,충청북도 청주시 흥덕구 오송읍 연제리 676,1 ,0 
전체,하복대벽산 아파트,충청북도 청주시 흥덕구 복대동 짐대로 6,0 ,2 
전체,형석2차아파트,충청북도 청주시 흥덕구 가경동 가경로 188,1 ,2 
전체,홈플러스 청주점,충청북도 청주시 흥덕구 가경동 1696,1 ,0 
전체,(춘천거두)초록지붕아파트,강원도 춘천시 동내면 거두리 936,0 ,5 
전체,LH강원본부,강원도 춘천시 효자동 692-10,2 ,0 
전체,LH해온채아파트,강원도 춘천시 동면 장학리 988,0 ,8 
전체,강변코아루아파트,강원도 춘천시 우두동 1082,1 ,0 
전체,강원도개발공사,강원도 춘천시 석사동 322-1,1 ,0 
전체,강원직할,강원도 춘천시 후평동 95,1 ,8 
전체,공지천 공영주차장,강원도 춘천시 근화동 785-10,1 ,0 
전체,김유정문학마을,강원도 춘천시 신동면 증리 868-1,1 ,0 
전체,남산면사무소,강원도 춘천시 남산면 창촌리 67-3,1 ,0 
전체,농어촌공사 강원본부,강원도 춘천시 우두동 765-5,1 ,0 
전체,동내면사무소,강원도 춘천시 동내면 신촌리 583-1,1 ,0 
전체,롯데캐슬 스카이클래스,강원도 춘천시 온의동 590,1 ,3 
전체,보배 아파트,강원도 춘천시 온의동 509,0 ,2 
전체,석사현대아파트,강원도 춘천시 석사동 813,1 ,0 
전체,소양강 공영주차장,강원도 춘천시 근화동 786-44,1 ,0 
전체,신사우동사무소,강원도 춘천시 사농동 99-7,1 ,0 
전체,애니메이션박물관,강원도 춘천시 서면 현암리 367-3,2 ,0 
전체,의암빙상장,강원도 춘천시 송암동 700-3,1 ,0 
전체,이마트 춘천점,강원도 춘천시 온의동 511,2 ,0 
전체,춘천 동부시장,강원도 춘천시 운교동 182-10,1 ,0 
전체,춘천극장몸짓,강원도 춘천시 효자동 531,1 ,0 
전체,춘천서부시장,강원도 춘천시 소양로2가 172-1,1 ,0 
전체,한국전기공개조합 춘천지점,강원도 춘천시 칠전동 598-5,1 ,0 
전체,호반베르디움에코아파트,강원도 춘천시 동내면 거두리 1138,0 ,3 
전체,홈플러스 춘천점,강원도 춘천시 퇴계동 141,1 ,0 
전체,후평1동행정복지센터,강원도 춘천시 후평동 713,1 ,0 
전체,휴먼시아남춘천1단지,강원도 춘천시 퇴계동 1097,1 ,2 
전체,건국대학교 글로벌캠퍼스,충청북도 충주시 단월동 322,2 ,0 
전체,계룡리슈빌2차아파트,충청북도 충주시 연수동 1763,1 ,2 
전체,국민체육센터,충청북도 충주시 호암동 569,1 ,0 
전체,금릉주차장,충청북도 충주시 금릉동 730,1 ,0 
전체,노은면 행정복지센터,충청북도 충주시 노은면 연하리 539-2,1 ,0 
전체,대소원면 주민자치센터,충청북도 충주시 대소원면 대소원로 137,1 ,0 
전체,성서동 공영주차장,충청북도 충주시 성서동 453,1 ,0 
전체,세영첼시빌 아파트,충청북도 충주시 칠금동 628,1 ,0 
전체,수안보 증원회관,충청북도 충주시 수안보면 온천리 227-1,1 ,0 
전체,수안보연수원,충청북도 충주시 수안보면 조산공원길 64,1 ,0 
전체,엄정면 행정복지센터,충청북도 충주시 엄정면 용산리 465-4,1 ,0 
전체,유원2차아파트,충청북도 충주시 연수동 421-7,0 ,1 
전체,유원하나 아파트,충청북도 충주시 연수동 418,1 ,1 
전체,이마트 충주점,충청북도 충주시 문화동 1024,1 ,0 
전체,중앙탑면 행정복지센터,충청북도 충주시 중앙탑면 탑평리 180-5,1 ,0 
전체,중흥S클래스 아파트,충청북도 충주시 교현동 1358,1 ,0 
전체,지현동 사무소,충청북도 충주시 지현동 507,1 ,0 
전체,충주문화회관,충청북도 충주시 성내동 215,2 ,0 
전체,충주성원아파트,충청북도 충주시 교현동 삼원로 163,0 ,3 
전체,충주시청 민원주차장,충청북도 충주시 금릉동 700,1 ,0 
전체,충주시티자이아파트,충청북도 충주시 중앙탑면 용전리 721,1 ,3 
전체,충주실내체육관,충청북도 충주시 교현동 500,1 ,0 
전체,충주종합스포츠타운,충청북도 충주시 호암동 967,1 ,0 
전체,충주지사,충청북도 충주시 봉방동 82-1,2 ,3 
전체,충주푸르지오아파트,충청북도 충주시 봉방동 봉계1길 7,0 ,5 
전체,코오롱동신,충청북도 충주시 칠금동 825,1 ,3 
전체,탄금호국제조정경기장,충청북도 충주시 중앙탑면 탑평리 137,1 ,0 
전체,평생학습관,충청북도 충주시 금릉동 183-1,1 ,0 
전체,한라비발디아파트,충청북도 충주시 목행동 886,0 ,1 
전체,호수마을,충청북도 충주시 문화동 2305,0 ,3 
전체,호암리버빌아파트,충청북도 충주시 호암동 221-23,1 ,1 
전체,가산면 다부동 전적기념관,경상북도 칠곡군 가산면 호국로 1486,2 ,0 
전체,가산평생학습복지센터,경상북도 칠곡군 가산면 천평리 127,1 ,0 
전체,동명지 수변생태공원 생태체험학습관,경상북도 칠곡군 동명면 구덕리 421-1,2 ,0 
전체,북삼읍 사무소,경상북도 칠곡군 북삼읍 인평리 365-1,1 ,0 
전체,석적도서관,경상북도 칠곡군 석적읍 남중리2길 25,1 ,0 
전체,섬내공원 공영주차장,경상북도 칠곡군 석적읍 중리 884-162,1 ,0 
전체,송정자연휴양림,경상북도 칠곡군 석적읍 반계3길 88,1 ,0 
전체,왜관전통시장 공영주차장,경상북도 칠곡군 왜관읍 왜관리 210-24,1 ,0 
전체,월드피아,경상북도 칠곡군 기산면 지산로 961,0 ,3 
전체,지천면 사무소,경상북도 칠곡군 지천면 신리 357-1,1 ,0 
전체,칠곡 효성해링턴 플레이스1단지,경상북도 칠곡군 석적읍 남율로9길 33,1 ,3 
전체,칠곡경찰서,경상북도 칠곡군 약목면 칠곡대로 1050,2 ,0 
전체,칠곡군종합운동장 주차장,경상북도 칠곡군 왜관읍 석전리 883,2 ,0 
전체,칠곡도서관 공용주차장,경상북도 칠곡군 왜관읍 왜관리 1542,1 ,0 
전체,칠곡왜관3주공아파트,경상북도 칠곡군 왜관읍 평장7길 11,0 ,3 
전체,칠곡지사,경상북도 칠곡군 왜관읍 구상길 178,0 ,4 
전체,칠곡지사(공용),경상북도 칠곡군 왜관읍 구상길 178,2 ,2 
전체,이마트 태백점,강원도 태백시 화전동 113,1 ,0 
전체,철암동보건소,강원도 태백시 철암동 349-18,1 ,0 
전체,태백시보건소,강원도 태백시 황지동 20-8,1 ,0 
전체,태백지사,강원도 태백시 황지동 201-22,1 ,0 
전체,근흥면사무소,충청남도 태안군 근흥면 용신리 453-2,1 ,0 
전체,만리포 보건진료소 부설주차장,충청남도 태안군 소원면 모항리 1393,1 ,0 
전체,원북면사무소,충청남도 태안군 원북면 반계리 174-1,1 ,0 
전체,진흥w-parkd 아파트,충청남도 태안군 태안읍 남문리 90-10,1 ,2 
전체,태안 서부전통시장,충청남도 태안군 태안읍 남문리 156-3,1 ,0 
전체,태안군청 부설주차장,충청남도 태안군 태안읍 남문리 90,1 ,0 
전체,태안읍사무소 부설주차장,충청남도 태안군 태안읍 남문리 300-6,1 ,0 
전체,태안지사,충청남도 태안군 태안읍 남문리 692-5,1 ,1 
전체,태안평천휴먼시아,충청남도 태안군 태안읍 동문리 59-1,1 ,3 
전체,덕진왈츠1차,경상남도 통영시 용남면 장평리 222-2,0 ,2 
전체,미수현대 아파트,경상남도 통영시 미수동 291-3,1 ,1 
전체,이마트 통영점,경상남도 통영시 광도면 죽림리 1566-2,1 ,0 
전체,일성르네상스,경상남도 통영시 무전동 1063,0 ,2 
전체,일성한샘빌라1차,경상남도 통영시 무전동 1024-1,0 ,2 
전체,일성한솔타운,경상남도 통영시 무전동 994-12,0 ,2 
전체,장원썬비치 아파트,경상남도 통영시 미수동 960-1,0 ,1 
전체,주영더팰리스2차,경상남도 통영시 광도면 죽림리 248-4,0 ,2 
전체,케이블카제2주차장,경상남도 통영시 도남동 349-1,1 ,0 
전체,통영 충무체육관,경상남도 통영시 북신동 80-1,1 ,0 
전체,통영시장애인종합복지관,경상남도 통영시 용남면 장문리 912,1 ,0 
전체,통영죽림푸르지오1차 아파트,경상남도 통영시 광도면 죽림리 1579,1 ,3 
전체,통영지사,경상남도 통영시 광도면 죽림리 1575-2,0 ,4 
전체,통영지사(공용),경상남도 통영시 광도면 죽림리 1575-2,1 ,1 
전체,통영항여객선터미널,경상남도 통영시 서호동 316,1 ,0 
전체,한려해상생태탐방원,경상남도 통영시 산양읍 연화리 1192,2 ,0 
전체,한선파라디움,경상남도 통영시 광도면 죽림리 1578-2,1 ,2 
전체,한진로즈힐비치(1단지),경상남도 통영시 무전동 1054-2,1 ,0 
전체,한진로즈힐비치(2단지),경상남도 통영시 무전동 1054-5,1 ,0 
전체,현대성우오스타1단지,경상남도 통영시 광도면 안정리 1075,1 ,3 
전체,휴엔하임아파트,경상남도 통영시 무전동 1025-2,0 ,2 
전체,가람마을11단지,경기도 파주시 와동동 가온로 256,1 ,3 
전체,국립민속박물관(파주관),경기도 파주시 탄현면 법흥리 1631-3,1 ,0 
전체,금촌공영주차장,경기도 파주시 중앙로 87,2 ,0 
전체,금촌파라다이스 아파트,경기도 파주시 아동동 정담길 20,1 ,0 
전체,금촌후곡마을4단지,경기도 파주시 금촌동 992,2 ,2 
전체,농어촌공사 파주·고양지사,경기도 파주시 금촌동 778,1 ,0 
전체,대방노블랜드(2차)아파트,경기도 파주시 금촌동 1015,1 ,1 
전체,대원효성,경기도 파주시 다율동 청석로 300,1 ,1 
전체,산내마을 3단지,경기도 파주시 목동동 911,0 ,8 
전체,서원마을7단지,경기도 파주시 금촌동 1019번지,1 ,2 
전체,성원포레스타운 아파트,경기도 파주시 평화로 306,1 ,2 
전체,자연앤꿈에그린6단지,경기도 파주시 문산읍 당동1로 11,1 ,2 
전체,전통건축수리기술진흥재단,경기도 파주시 탄현면 법흥리 1631-2,1 ,0 
전체,파주 차량등록사업소,경기도 파주시 문산읍 문산리 31-44,1 ,0 
전체,파주시 농업기술센터(농산물가공센터측),경기도 파주시 월롱면 영태리 379,1 ,0 
전체,파주지사 신사옥,경기도 파주시 금바위로 60,0 ,3 
전체,파주지사 신사옥,경기도 파주시 와동동 1377,2 ,0 
전체,파주힐스테이트2차,경기도 파주시 문산읍 당동1로 67,1 ,2 
전체,팜스프링아파트,경기도 파주시 금촌동 7,2 ,4 
전체,한빛5단지 아파트,경기도 파주시 한빛로 70,2 ,6 
전체,한빛마을1단지한라비발디센트럴파크,경기도 파주시 야당동 미래로 422,1 ,3 
전체,한빛마을8단지,경기도 파주시 야당동 1031,1 ,4 
전체,해솔마을5단지삼부르네상스 아파트,경기도 파주시 목동동 가온로 67,1 ,4 
전체,HAPPY700 평창시네마,강원도 평창군 용평면 장평리 374-2,1 ,0 
전체,대관령면 관광안내소,강원도 평창군 대관령면 횡계리 376-10,1 ,0 
전체,봉평면사무소,강원도 평창군 봉평면 창동리 345,1 ,0 
전체,봉평시장공용주차장,강원도 평창군 봉평면 창동리 396-38,1 ,0 
전체,알펜시아리조트,강원도 평창군 대관령면 용산리 425,2 ,0 
전체,용평리조트,강원도 평창군 대관령면 용산리 130,1 ,0 
전체,태장위너빌아파트,강원도 평창군 진부면 하진부리 42-2,0 ,2 
전체,평창영월정선 축협,강원도 평창군 대관령면 횡계리 374-18,2 ,0 
전체,평창올림픽선수촌아파트,강원도 평창군 대관령면 수하리 500,0 ,4 
전체,평창지사,강원도 평창읍 중리 156-1,1 ,0 
전체,LH 리더스 하임 아파트,경기도 평택시 비전3로 59,1 ,2 
전체,국민건강보험공단 평택지사,경기도 평택시 고덕동 1884-2,1 ,0 
전체,모아미래도2단지아파트,경기도 평택시 포승읍 도곡리 1115,1 ,2 
전체,배다리도서관,경기도 평택시 죽백6로 20 (죽백동),1 ,0 
전체,서광프리메라아파트,경기도 평택시 안중읍 현화리 841,0 ,2 
전체,송탄효명아파트,경기도 평택시 장당동 탄현로1번길 77,0 ,2 
전체,영화블렌하임아파트,경기도 평택시 고덕면 궁리 520,1 ,3 
전체,우림필유골드154,경기도 평택시 안중읍 현화리 820-2,0 ,2 
전체,원평제1공영주차장,경기도 평택시 평택동 185-47,1 ,0 
전체,유승한내들퍼스트뷰,경기도 평택시 청북읍 옥길리 1153,1 ,2 
전체,청북 유승한내들,경기도 평택시 청북읍 옥길리 1094,1 ,2 
전체,청북이안아파트,경기도 평택시 청북읍 옥길리 1091,1 ,3 
전체,청북풍림아이원,경기도 평택시 청북읍 옥길리 1144,0 ,2 
전체,청북한양수자인아파트,경기도 평택시 청북읍 옥길리 1150,1 ,2 
전체,평택더샵 포스코,경기도 평택시 서정동 서정북로 99,1 ,3 
전체,평택롯데캐슬아파트,경기도 평택시 서정동 송탄로 170,1 ,3 
전체,평택벽산늘푸른,경기도 평택시 비전동 중앙로 335,1 ,2 
전체,평택센트럴자이3단지,경기도 평택시 동삭동 852,0 ,10 
전체,평택지사,경기도 평택시 중앙로 219,0 ,6 
전체,한빛아파트,경기도 평택시 비전동 평남로 737,1 ,2 
전체,현덕면 행정복지센터,경기도 평택시 현덕면 인광리 402-12,1 ,0 
전체,홈플러스 평택안중점,경기도 평택시 안중읍 현화리 637-19,1 ,0 
전체,화현마을 우림필유,경기도 평택시 안중읍 현화리 822-1,1 ,2 
전체,이마트 포천점,경기도 포천시 호국로 915,1 ,0 
전체,일동농협하나로마트,경기도 포천시 일동면 화동로 1092,1 ,0 
전체,포천일신 아파트,경기도 포천시 신읍동 301-5,0 ,2 
전체,포천종합체육관,경기도 포천시 호국로 1518,1 ,0 
전체,포천지사,경기도 포천시 원모루로 12,1 ,4 
전체,홈플러스 포천송우점,경기도 포천시 소흘읍 솔모루로 9,1 ,0 
전체,구룡포청소년수련원,경상북도 포항시 남구 구룡포읍 명월길 51,2 ,0 
전체,대이동 공영 주차장,-,1 ,0 
전체,동해면사무소,경상북도 포항시 남구 포항시 남구 동해면 일월로 66,1 ,0 
전체,상도코아루센트럴하임,"경상북도 포항시 남구 상도남로 25 (상도동, 포항 상도 코아루 센트럴 하임)",1 ,0 
전체,송도초 앞 공영주차장,경상북도 포항시 남구 송도동 378-73,1 ,0 
전체,연일에코코아루 아파트,경상북도 포항시 남구 연일읍 동문로54번길 20,1 ,2 
전체,연일읍사무소,"경상북도 포항시 납구 연일읍 철강로 10 (괴정리, 연일읍사무소, 연일읍보건지소)",1 ,0 
전체,오천읍사무소,"경상북도 포항시 남구 오천읍 세계길 5 (문덕리, 오천읍사무소, 오천보건지소)",1 ,0 
전체,운제산 산림욕장,경상북도 포항시 남구 대송면 대각리 산105,1 ,0 
전체,이동경성골드,"경상북도 포항시 남구 대이로 160 (이동, 경성골드아파트)",0 ,1 
전체,정림다채움 아파트,경상북도 포항시 남구 오천읍 문덕로 24번길 33-5,0 ,3 
전체,포항시 평생학습원,경상북도 포항시 남구 대도동 366,2 ,0 
전체,포항시청,"경상북도 포항시 남구 시청로 1 (대잠동, 포항시청)",1 ,0 
전체,포항지사,경상북도 포항시 남구 상도동 592 한국전력공사 포항지사,1 ,8 
전체,포항지사출장소,경상북도 포항시 남구 구룡포읍 구룡포리 466-1,1 ,0 
전체,폴리텍대학,경상북도 포항시 남구 괴동동 1146,2 ,0 
전체,홈플러스 포항점,"경상북도 포항시 남구 중흥로 77 (상도동, 밸류플러스)",1 ,0 
전체,효자종합시장공영주차장,경상북도 포항시 남구 효자동길1번길 8,1 ,0 
전체,경상북도 포항교육지원청,경상북도 포항시 북구 양덕동 894,1 ,0 
전체,권무정 궁도장,경상북도 포항시 북구 흥해읍 마산리 517,1 ,0 
전체,금아드림팰리스,경상북도 포항시 북구 흥해읍 옥성리 176-1,0 ,2 
전체,도음산 산림문화수련장,경상북도 포항시 북구 흥해읍 학천리 716,1 ,0 
전체,럭키장성 아파트,경상북도 포항시 북구 장성동 1354,1 ,1 
전체,북포항지사,경상북도 포항시 북구 흥해읍 약성리 121-2,1 ,1 
전체,삼도뷰엔빌,경상북도 포항시 북구 흥해읍 학천리 454,1 ,0 
전체,삼도뷰엔빌스마트,경상북도 포항시 북구 흥해읍 학천리 846,1 ,0 
전체,신동아베르디2차,경상북도 포항시 북구 우현동 538,0 ,3 
전체,양덕 한마음 체육관,경상북도 포항시 북구 새천년대로 1460 (양덕동),1 ,0 
전체,양덕삼구트리니엔1차,경상북도 포항시 북구 양덕동 1463,1 ,0 
전체,양덕삼구트리니엔3차,경상북도 포항시 북구 양덕동 786-1,1 ,2 
전체,양덕풍림아이원,경상북도 포항시 북구 양덕동 1731,2 ,0 
전체,양학산KCC스위첸 아파트,경상북도 포항시 북구 용흥동 641,1 ,0 
전체,오거리 공영주차장,경상북도 포항시 북구 죽도동 15-4,1 ,0 
전체,용흥현대1차아파트,경상북도 포항시 북구 용흥동 57-2,1 ,2 
전체,우방하이츠,경상북도 포항시 북구 두호동 919,1 ,1 
전체,우현풍림아이원,경상북도 포항시 북구 우현동 27-3,1 ,1 
전체,장성동롯데낙천대,경상북도 포항시 북구 장성동 1455-1,1 ,0 
전체,장성현진에버빌1단지,경상북도 포항시 북구 장성동 1607,1 ,0 
전체,장성현진에버빌2단지,경상북도 포항시 북구 장성동 1608,1 ,0 
전체,창포아이파크1차,경상북도 포항시 북구 두호동 1103-3,1 ,0 
전체,청하면행정복지센터,경상북도 포항시 북구 청하면 청하로217번길 22,1 ,0 
전체,포항문화원,"경상북도 포항시 북구 새천년대로 909 (우현동, 포항문화원)",1 ,0 
전체,포항시 위생교육회관,경상북도 포항시 북구 삼호로203번길 22,1 ,0 
전체,포항지방해양수산청,경상북도 포항시 북구 해동로 376,1 ,0 
전체,하나로마트 포항점,경상북도 포항시 북구 양덕동 1473,1 ,0 
전체,한국산업인력공단 경북동부지사,경상북도 포항시 북구 장성동 1370-11,1 ,0 
전체,한양수자인(포항),경상북도 포항시 북구 양덕동 439-1,1 ,2 
전체,현진에버빌3단지,경상북도 포항시 북구 장성동 1609,0 ,2 
전체,환호해맞이그린빌 아파트,경상북도 포항시 북구 환호동 409-1,1 ,0 
전체,LH미사강변17,경기도 하남시 망월동 미사강변서로 167,2 ,3 
전체,덕풍수리골공원 공영주차장,경기도 하남시 덕풍동 336-55,1 ,0 
전체,덕풍쌍용아파트,경기도 하남시 역말로 15,1 ,2 
전체,덕풍어린이공원 공영주차장,"경기도 하남시 덕풍공원로 40-1 (덕풍동, 덕풍동공영주차장)",1 ,0 
전체,동서울 전력지사,경기도 하남시 감일동 산 2,0 ,1 
전체,동원로얄듀크아파트,경기도 하남시 풍산동 미사강변서로 45,1 ,0 
전체,미사강변 더샵 리버포레,경기도 하남시 선동 미사강변북로 65,1 ,3 
전체,미사강변13단지,경기도 하남시 망월동 아리수로 565,2 ,4 
전체,미사강변더샵센트럴포레아파트,경기도 하남시 풍산동 미사강변대로 55,0 ,4 
전체,미사강변도시16단지,경기도 하남시 망월동 938,0 ,2 
전체,미사강변도시18단지,경기도 하남시 망월동 미사강변서로 127,1 ,3 
전체,미사강변도시26,경기도 하남시 풍산동 미사강변중앙로 100,0 ,2 
전체,미사강변도시28단지,경기도 하남시 미사강변동로 50,2 ,0 
전체,미사강변도시베라체,경기도 하남시 선동 풍산로 270-3,1 ,2 
전체,미사강변리슈빌아파트,경기도 하남시 선동 미사강변북로 25,1 ,0 
전체,미사강변브라운스톤아파트,경기도 하남시 풍산동 559,0 ,4 
전체,미사강변센트럴자이,경기도 하남시 풍산동 미사강변대로 95,1 ,4 
전체,미사강변센트리버,경기도 하남시 선동 미사강변대로 270,1 ,4 
전체,미사강변한신휴플러스,경기도 하남시 미사강변한강로 170,1 ,2 
전체,백조현대아파트,경기도 하남시 신장동 대청로 62,1 ,3 
전체,엠코타운 센트로엘아파트,경기도 하남시 학암동 위례광장로 265,1 ,0 
