시구,설치장소,주소,급속충전기(대),완속충전기(대)
전체,가평소방서,경기도 가평군 가평읍 대곡리 213-5,1 ,0 
전체,가평종합운동장,경기도 가평군 가평읍 대곡리 316,2 ,0 
전체,가평지사,경기도 가평군 가평읍 가화로 169-11,1 ,1 
전체,가평하수도사업소,경기도 가평군 가평읍 달전리 364,1 ,0 
전체,상면사무소,경기도 가평군 상면 연하리 171-1,1 ,0 
전체,설악면사무소,경기도 가평군 설악면 신천리 156-1,1 ,0 
전체,조종면사무소,경기도 가평군 조종면 현리 567-7,1 ,0 
전체,LH강남힐스테이트,서울특별시 강남구 자곡동 자곡로3길 21,1 ,4 
전체,LH서울지사,서울특별시 강남구 선릉로 121길 12,1 ,0 
전체,가람아파트,서울특별시 강남구 일원동 일원로 127,1 ,0 
전체,강남구청 공영주차장,서울특별시 강남구 삼성동 16-1,1 ,0 
전체,강남데시앙파크,서울특별시 강남구 세곡동 헌릉로590길 63,1 ,1 
전체,강남데시앙포레,서울특별시 강남구 수서동 광평로34길55,1 ,3 
전체,강남세브란스 병원,서울특별시 강남구 언주로 211,2 ,0 
전체,강남아이파크,서울특별시 강남구 자곡동 자곡로 175,1 ,1 
전체,강남한신휴 플러스8단지,서울특별시 강남구 율현동 밤고개로27길 20,0 ,2 
전체,강남한신휴플러스6단지 아파트,서울특별시 강남구 율현동 밤고개로26길 50,1 ,2 
전체,강남한양수자인,서울특별시 강남구 자곡동 자곡로 260,1 ,4 
전체,개나리래미안 아파트,서울특별시 강남구 역삼동 역삼로 306,1 ,2 
전체,개나리푸르지오,서울특별시 강남구 역삼동 755-1,0 ,3 
전체,개포7차 우성 아파트,서울특별시 강남구 일원동 개포로110길 15,1 ,1 
전체,금호어울림 아파트(삼성동),서울특별시 강남구 삼성동 봉은사로111길 25,0 ,1 
전체,대치2문화센터 공영주차장,서울특별시 강남구 대치동 980-9,1 ,0 
전체,대치현대 아파트,서울특별시 강남구 대치동 삼성로64길 5,1 ,1 
전체,도곡대림아크로빌,서울특별시 강남구 도곡동 언주로30길 13,1 ,0 
전체,도곡렉슬 아파트,서울특별시 강남구 도곡동 선릉로 221,2 ,2 
전체,도성 아파트,서울특별시 강남구 삼성로67길 14,0 ,2 
전체,라테라스삼성,서울특별시 강남구 삼성동 봉은사로 645,0 ,1 
전체,래미안강남힐즈,서울특별시 강남구 자곡동 자곡로 101,1 ,2 
전체,래미안그레이튼,서울특별시 강남구 역삼동 도곡로43길 20,1 ,1 
전체,래미안대치팰리스,서울특별시 강남구 대치동 삼성로51길 37,2 ,0 
전체,래미안대치하이스턴 아파트,서울특별시 강남구 대치동 도곡로93길 12,1 ,1 
전체,래미안삼성1차,서울특별시 강남구 삼성동 103-22,0 ,2 
전체,삼성동 에스케이뷰 아파트,서울특별시 강남구 삼성동 봉은사로109길 14-8,0 ,1 
전체,삼성동한일아파트,서울특별시 강남구 삼성동 48,0 ,1 
전체,삼성동현대아파트,서울특별시 강남구 삼성동 학동로64길 14,0 ,1 
전체,삼성동힐스테이트2단지,서울특별시 강남구 삼성로 111길 8,1 ,3 
전체,삼성우정에쉐르아파트,서울특별시 강남구 삼성동 3-8,0 ,2 
전체,삼성중앙하이츠빌리지,서울특별시 강남구 삼성동 학동로68길 30,0 ,1 
전체,삼성파크 아파트,서울특별시 강남구 삼성동 삼성로99길 14,0 ,2 
전체,샘터마을 아파트,서울특별시 강남구 일원동 일원로 120,1 ,0 
전체,세곡리엔파크1단지,서울특별시 강남구 세곡동 508,0 ,3 
전체,세곡리엔파크2단지 아파트,서울특별시 강남구 세곡동 헌릉로 590길10,1 ,0 
전체,세곡리엔파크3단지,서울특별시 강남구 세곡동 헌릉로590길 11,1 ,1 
전체,세곡푸르지오아파트,서울특별시 강남구 세곡동 533,1 ,1 
전체,아이파크삼성동,서울특별시 강남구 삼성동 영동대로 640,1 ,0 
전체,아크로힐스논현,서울특별시 강남구 논현동 276-1,1 ,2 
전체,압구정하이츠파크,서울특별시 강남구 신사동 압구정로42길 78,0 ,2 
전체,역삼2차아이파크아파트,서울특별시 강남구 역삼동 도곡로57길 12,0 ,3 
전체,역삼e-편한세상,서울특별시 강남구 역삼동 755-4,1 ,3 
전체,역삼래미안,서울특별시 강남구 역삼동 757,1 ,4 
전체,우정에쉐르 3차,서울특별시 강남구 대치동 950,0 ,1 
전체,청담래미안로이뷰,서울특별시 강남구 청담동 영동대로142길 16,0 ,1 
전체,청담자이 아파트,서울특별시 강남구 청담동 영동대로138길 12,1 ,3 
전체,청담파크파라곤,서울특별시 강남구 청담동 학동로97길 31,0 ,1 
전체,타워팰리스 2차,서울특별시 강남구 도곡동 언주로30길 57,1 ,1 
전체,타워팰리스1차,서울특별시 강남구 도곡동 언주로30길 56,1 ,4 
전체,타워팰리스G동,서울특별시 강남구 도곡동 언주로30길 26,1 ,2 
전체,헌릉로745길 노상주차장,서울특별시 강남구 율현동 101-13,1 ,0 
전체,현대까르띠에710아파트,서울특별시 강남구 역삼동 710,0 ,2 
전체,GS강동자이 아파트,서울특별시 강동구 천호대로 1239(길동),1 ,2 
전체,강동보건소,서울특별시 강동구 성내동 541-2,1 ,0 
전체,강동송파지사,서울특별시 강동구 둔촌동 522-9,1 ,3 
전체,강동헤르셔,서울특별시 강동구 천호동 천호대로 1089,1 ,2 
전체,강일리버파크 6단지,서울특별시 강동구 강일동 아리수로94길 19,1 ,0 
전체,강일리버파크10단지,서울특별시 강동구 강일동 고덕로97길 20,1 ,0 
전체,강일리버파크11단지,서울특별시 강동구 강일동 고덕로97길 100,0 ,1 
전체,강일리버파크3단지,서울특별시 강동구 강일동 아리수로93길 40,1 ,1 
전체,강일리버파크5단지,서울특별시 강동구 강일동 아리수로97길 20,1 ,3 
전체,강일리버파크7단지 아파트,서울특별시 강동구 아리수로98길 25,1 ,3 
전체,경보그레이스 힐,서울특별시 강동구 성내동 풍성로53길 40,0 ,2 
전체,고덕리엔파크1단지,서울특별시 강동구 상일로 152,0 ,2 
전체,고덕리엔파크3단지 아파트,서울특별시 강동구 상일로 74,2 ,6 
전체,고덕아이파크,서울특별시 강동구 고덕동 동남로79길 26,1 ,3 
전체,길동삼익파크,서울특별시 강동구 길동 명일로 293,1 ,2 
전체,대우한강베네시티 아파트,서울특별시 강동구 올림픽로 664,0 ,2 
전체,둔촌푸르지오아파트,서울특별시 강동구 둔촌동 명일로 172,1 ,3 
전체,명일동 공영주차장,서울특별시 강동구 구천면로 395(명일동),2 ,0 
전체,명일한양아파트,서울특별시 강동구 명일동 동남로71길 19,1 ,0 
전체,삼익가든아파트,서울특별시 강동구 명일동 260-1,0 ,2 
전체,성내1차이편한세상,서울특별시 강동구 성내동 598,0 ,2 
전체,성내동중앙하이츠,서울특별시 강동구 성내동 410-2,0 ,1 
전체,성내삼성 아파트,서울특별시 강동구 성내동 풍성로 128,1 ,4 
전체,신성둔촌미소지움아파트 입주자대표회의,서울특별시 강동구 둔촌동 명일로 102,1 ,2 
전체,암사라인 아파트,서울특별시 강동구 암사동 고덕로 53,0 ,1 
전체,암펠로스타워,서울특별시 강동구 둔촌동 명일로 110,0 ,1 
전체,천호1동 공영주차장,서울특별시 강동구 구천면로 42길 60(천호동),2 ,0 
전체,한강포스파크아파트,서울특별시 강동구 암사동 고덕로19길 30,0 ,1 
전체,한강현대 아파트,서울특별시 강동구 암사동 올림픽로104길 41,1 ,2 
전체,현대백화점 천호점,서울특별시 강동구 천호대로 1005,3 ,0 
전체,홈플러스 강동점,서울특별시 강동구 양재대로 1571,1 ,0 
전체,힐스테이트암사,서울특별시 강동구 암사동 675,0 ,5 
전체,LH선수촌8단지아파트,강원도 강릉시 유천동 778,0 ,8 
전체,감자연구소,강원도 강릉시 사천면 노동리 466-1,1 ,0 
전체,강남동주민센터,강원도 강릉시 노암동 133,1 ,0 
전체,강릉 교동2차현대아파트,강원도 강릉시 교동 1767,1 ,1 
전체,강릉금호어울림,강원도 강릉시 입암동 321,1 ,6 
전체,강릉농협 하나로마트,강원도 강릉시 성남동 26-1,1 ,0 
전체,강릉더샵 아파트,강원도 강릉시 입암동 711,1 ,1 
전체,강릉축협 하나로마트,강원도 강릉시 입암동 448,1 ,0 
전체,강릉특별지사,강원도 강릉시 포남동 1255,1 ,3 
전체,강릉회산LH천년나무2단지,강원도 강릉시 회산동 604,1 ,0 
전체,강원도교육연수원,강원도 강릉시 초당동 57-18,1 ,0 
전체,강원도립대학,강원도 강릉시 주문진읍 교항리 8-2,1 ,0 
전체,강원양돈농협 하나로마트,강원도 강릉시 교동 1888-3,1 ,0 
전체,경포해수욕장,강원도 강릉시 안현동 868-2,1 ,0 
전체,교1동주민센터,강원도 강릉시 교동 1874-3,1 ,0 
전체,교2동주민센터,강원도 강릉시 교동 723-5,1 ,0 
전체,교동e-편한세상 아파트,강원도 강릉시 교동 357,1 ,2 
전체,그린내하우스,강원도 강릉시 입암동 97-13,0 ,1 
전체,기산그린타운연립,강원도 강릉시 내곡동 267,0 ,2 
전체,녹색도시체험센터,강원도 강릉시 운정동 484,3 ,0 
전체,보헤미안박이추 커피공장,강원도 강릉시 사천면 사천진리 285-11,1 ,0 
전체,삼우골든아파트,강원도 강릉시 포남동 898-17,0 ,1 
전체,서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",1 ,0 
전체,성덕동주민센터,강원도 강릉시 입암동 599,1 ,0 
전체,송정동주민센터,강원도 강릉시 송정동 161-2,1 ,0 
전체,옥계면사무소,강원도 강릉시 옥계면 현내리 310,1 ,0 
전체,이마트 강릉점,강원도 강릉시 송정동 612-11,2 ,0 
전체,입암6주공아파트,강원도 강릉시 입암동 709-1,0 ,3 
전체,주문진해수욕장,강원도 강릉시 주문진읍 향호리 8-17,1 ,0 
전체,청송 아파트,"강원도 강릉시 하평2길 6 (포남동, 청송아파트 상가)",1 ,0 
전체,포남2주공아파트,강원도 강릉시 포남동 1209,0 ,1 
전체,하이빌현대아파트,강원도 강릉시 교동 1759,0 ,4 
전체,해람중학교옆 공영주차장,강원도 강릉시 용강동 46-2,1 ,0 
전체,허균허난설헌기념공원,강원도 강릉시 초당동 390,1 ,0 
전체,홈플러스 강릉점,강원도 강릉시 옥천동 189,1 ,0 
전체,홍제동 공영주차장,강원도 강릉시 홍제동 157,1 ,0 
전체,홍제힐스테이트,강원도 강릉시 홍제동 1007,1 ,1 
전체,강북문화예술회관,서울특별시 강북구 수유동 360-10,1 ,0 
전체,강북성북지사,서울특별시 강북구 미아동 190-1,0 ,7 
전체,강북성북지사(공용),서울특별시 강북구 미아동 190-1,6 ,2 
전체,래미안미아1차 아파트,서울특별시 강북구 미아동 797,1 ,1 
전체,미아동부센트레빌,서울특별시 강북구 미아동 474,1 ,2 
전체,미아한일유앤아이APT,서울특별시 강북구 미아동 1355,0 ,2 
전체,북서울꿈의숲,서울특별시 강북구 번동 90,2 ,0 
전체,해모로아파트,서울특별시 강북구 번동 139,1 ,0 
전체,효성네오인텔리안,서울특별시 강북구 번동 418-3,0 ,2 
전체,e편한세상염창,서울특별시 강서구 염창동 309,0 ,5 
전체,강서경찰서,부산광역시 강서구 명지동 607-5,1 ,0 
전체,강서경찰서 민원인주차장,서울특별시 강서구 화곡동 980-27,1 ,0 
전체,강서구청 주차장,부산광역시 강서구 낙동북로 477,2 ,0 
전체,강서한강자이아파트,서울특별시 강서구 가양동 양천로55길 55,1 ,1 
전체,녹산산단 공영주차장,부산광역시 강서구 송정동 1759,1 ,0 
전체,마곡 이웰메디파크,서울특별시 강서구 마곡동 801-7,1 ,0 
전체,마곡13단지 힐스테이트마스터,서울특별시 강서구 마곡동 748,1 ,2 
전체,마곡수명산파크1단지,서울특별시 강서구 내발산동 742,1 ,2 
전체,마곡수명산파크3단지,서울특별시 강서구 내발산동 751,1 ,1 
전체,마곡수명산파크5단지,서울특별시 강서구 내발산동 749,1 ,2 
전체,마곡수명산파크6단지,서울특별시 강서구 내발산동 수명로2길 63,1 ,1 
전체,마곡수명산파크7단지,서울특별시 강서구 내발산동 수명로2가길 22,1 ,3 
전체,마곡수명산파크8단지,서울특별시 강서구 내발산동 745,0 ,1 
전체,마곡엠밸리11단지아파트,서울특별시 강서구 마곡동 공항대로 124,0 ,2 
전체,마곡엠밸리2단지,서울특별시 강서구 마곡동 마곡서1로 146,0 ,3 
전체,마곡엠밸리3단지,서울특별시 강서구 마곡동 736,1 ,2 
전체,마곡엠밸리6단지,서울특별시 강서구 마곡동 743,1 ,4 
전체,마곡엠밸리8단지,서울특별시 강서구 마곡동 마곡서1로 81,1 ,0 
전체,마곡힐스테이트,서울특별시 강서구 마곡동 725-1,1 ,3 
전체,명지국제호반베르디움1차,부산광역시 강서구 명지동 3415,1 ,2 
전체,명지롯데캐슬 아파트,부산광역시 강서구 명지동 3244,1 ,0 
전체,명지위브포세이돈,부산광역시 강서구 명지동 3234,1 ,4 
전체,미주진로아파트,서울특별시 강서구 등촌동 701,0 ,2 
전체,방화5단지 아파트,서울특별시 강서구 방화동 금낭화로 287-19,1 ,3 
전체,방화동부센트레빌,서울특별시 강서구 방화동 875,1 ,0 
전체,방화동성아파트,서울특별시 강서구 방화동 금낭화로23길 8,1 ,3 
전체,서울남부출입국 외국인사무소,서울특별시 강서구 마곡동 745,1 ,0 
전체,엘크루블루오션C2,부산광역시 강서구 명지동 3243,1 ,1 
전체,엘크루솔마레 아파트,부산광역시 강서구 명지동 3235,1 ,0 
전체,염창힐스테이트 아파트,서울특별시 강서구 염창동 306,0 ,1 
전체,퀸덤1차 링컨타운,부산광역시 강서구 명지동 3231,1 ,4 
전체,퀸덤1차 아인슈타인타운,부산광역시 강서구 명지동 3232,1 ,4 
전체,퀸덤1차 에디슨타운,부산광역시 강서구 명지동 3230-11,1 ,3 
전체,한국공항공사 고객전용주차장,서울특별시 강서구 과해동 676,1 ,0 
전체,한국공항공사 서울,서울특별시 강서구 방화동 886,4 ,0 
전체,한사랑2차삼성 아파트,서울특별시 강서구 공항대로59길 64,1 ,2 
전체,화곡초록 아파트,서울특별시 강서구 화곡동 1139,1 ,0 
전체,강진지사,전라남도 강진군 강진읍 동성리 123,1 ,0 
전체,군동면사무소 민원인주차장,전라남도 강진군 군동면 라천리 268,1 ,0 
전체,칠량면 공영주차장,전라남도 강진군 칠량면 영동리 1071,1 ,0 
전체,갑곳 제1공영주차장,인천광역시 강화군 강화읍 갑곳리 642-1,1 ,0 
전체,강화군청,인천광역시 강화군 강화읍 관청리 163,1 ,0 
전체,강화지사,인천광역시 강화군 강화읍 갑곳리 350,1 ,0 
전체,내가면사무소,인천광역시 강화군 내가면 고천리 797-1,1 ,0 
전체,동막해변공영주차장,인천광역시 강화군 화도면 동막리 60-1,1 ,0 
전체,마니산국민관광지,인천광역시 강화군 화도면 상방리 362-1,1 ,0 
전체,선원면사무소,인천광역시 강화군 선원면 금월리 235-1,1 ,0 
전체,송해면사무소,인천광역시 강화군 송해면 솔정리 357-2,1 ,0 
전체,신문 제1공영주차장,인천광역시 강화군 강화읍 신문리 589-1,1 ,0 
전체,신문리 공영주차장,인천광역시 강화군 강화읍 신문리 593-1,1 ,0 
전체,온수리 제1공영주차장,인천광역시 강화군 길상면 온수리 480-7,1 ,0 
전체,창리 제1공영주차장,인천광역시 강화군 선원면 창리 663-1,2 ,0 
전체,창리공영주차장,인천광역시 강화군 선원면 창리 606-11,1 ,0 
전체,하점면사무소,인천광역시 강화군 하점면 신봉리 617,1 ,0 
전체,화개산 공영주차장,인천광역시 강화군 교동면 고구리 1474-5,1 ,0 
전체,화도면사무소,인천광역시 강화군 화도면 상방리 839-1,1 ,0 
전체,거제2차아이파크,경상남도 거제시 양정동 1096,0 ,4 
전체,거제고현시장 공영주차장(전통시장),경상남도 거제시 고현동 104-2,1 ,0 
전체,거제국민체육센터,경상남도 거제시 거제면 서정리 808-7,1 ,0 
전체,거제농수산물종합유통센터,경상남도 거제시 상동동 590-1,1 ,0 
전체,거제면사무소,경상남도 거제시 거제면 서상리 298-1,1 ,0 
전체,거제시보건소,경상남도 거제시 양정동 981,1 ,0 
전체,거제엘크루랜드마크,경상남도 거제시 옥포동 308,1 ,2 
전체,거제자이 아파트,경상남도 거제시 수월동 1092,1 ,1 
전체,거제지사,경상남도 거제시 고현동 959-11,1 ,3 
전체,고현e편한세상,경상남도 거제시 고현동 1081-18,1 ,2 
전체,농업기술센터,경상남도 거제시 고현동 552,1 ,0 
전체,덕산베스트타운 아파트,경상남도 거제시 고현동 1039,2 ,0 
전체,덕진봄아파트,경상남도 거제시 사등면 지석리 1224-1,1 ,1 
전체,동부면사무소,경상남도 거제시 동부면 산양리 356-2,1 ,0 
전체,동원우성 빌라트,경상남도 거제시 옥포동 753,0 ,2 
전체,미진참사랑,경상남도 거제시 아주동 370-1,0 ,2 
전체,벽산e-솔렌스힐2차,경상남도 거제시 상동동 927-9,1 ,1 
전체,사곡영진자이온1단지,경상남도 거제시 사등면 사곡리 832-3,1 ,3 
전체,숲소리 공원,경상남도 거제시 거제면 서상리 산 13,1 ,0 
전체,신원 아침의도시,경상남도 거제시 고현동 1092-8,0 ,1 
전체,옥명대우,경상남도 거제시 능포동 224,0 ,1 
전체,옥명대우2차,경상남도 거제시 능포동 224,1 ,0 
전체,옥포2동사무소,경상남도 거제시 옥포동 1291-7,1 ,0 
전체,옥포국제시장주차장,경상남도 거제시 옥포동 530-16,1 ,0 
전체,장승포동 공설시민무료주차장,경상남도 거제시 장승포동 713,1 ,0 
전체,청마기념관,경상남도 거제시 둔덕면 방하리 505-1,1 ,0 
전체,청명화이트빌,경상남도 거제시 양정동 989-5,0 ,2 
전체,포로수용소유적공원,경상남도 거제시 고현동 362,1 ,0 
전체,홈플러스 거제점,경상남도 거제시 장평동 1211,1 ,0 
전체,거창사과원예농협 하나로마트,경상남도 거창군 거창읍 수남로 2241,1 ,0 
전체,거창지사,경상남도 거창군 거창읍 강남로 246,1 ,1 
전체,신원면사무소,"경상남도 거창군 신원면 신차로 3067 (과정리, 신원면사무소)",1 ,0 
전체,창포원,경상남도 거창군 남상면 월평리 2286,2 ,0 
전체,한국승강기대학교,경상남도 거창군 거창읍 송정리 700,2 ,0 
전체,경산 시립박물관 정문 고객 주차장,"경상남도 경산시 박물관로 46 (사동, 경산시립박물관)",1 ,0 
전체,경산3차우방 아파트,경상북도 경산시 정평동 대학로12길 11-2,0 ,2 
전체,경산공설시장,경상북도 경산시 경안로31길 19(서상동),2 ,0 
전체,경산국민체육센터 전기차충전소,"경상남도 경산시 진량읍 해든길 46-4 (신상리, 경산국민체육센터)",1 ,0 
전체,경산생활체육공원,경상북도 경산시 상방동 33-8,1 ,0 
전체,경산우방유쉘,경상북도 경산시 옥곡동 강변서로 111,0 ,2 
전체,경산태왕귀빈타운,경상북도 경산시 정평동 222,1 ,0 
전체,경산푸르지오,경상북도 경산시 압량면 압독4로 12,1 ,3 
전체,경산하양코아루2차,경상북도 경산시 하양읍 하양로37길 19,1 ,2 
전체,경일대학교,경상북도 경산시 하양읍 가마실길 50,2 ,0 
전체,계양우방맨션,경상북도 경산시 사동 595,0 ,2 
전체,반곡지 전기충전소,경상남도 경산시 남산면 반곡리 240,2 ,0 
전체,백천신나리 아파트,경상북도 경산시 백천동 경청로222길 8,1 ,0 
전체,사동2지구화성파크드림,경상북도 경산시 사동 21,1 ,1 
전체,삼성현역사문화공원 제1주차장,경상북도 경산시 남산면 삼성현공원로59,2 ,0 
전체,삼성현역사문화공원 제2주차장,경상북도 경산시 남산면 삼성현공원로59,2 ,0 
전체,삼주봉황4차타운,경상북도 경산시 진량읍 봉황길 72,1 ,4 
전체,성암산신동아파밀리에,경상북도 경산시 옥곡동 장산로4길 10,1 ,1 
전체,신대부적1차부영사랑으로,경상북도 경산시 압량면 압독2로 45,1 ,2 
전체,신대부적2차부영아파트,경상북도 경산시 압량면 압독2로 59,1 ,2 
전체,옥산협화타운,경상북도 경산시 옥산동 성암로 8,1 ,2 
전체,와촌면사무소 주차장내,-,1 ,0 
전체,용성면사무소,경상북도 경산시 용성면 당리리 158-2,1 ,0 
전체,우방힐타운,경상북도 경산시 진량읍 공단로 527,1 ,3 
전체,육동행복센터,경상북도 경산시 용성면 육동로 638,1 ,0 
전체,이마트 경산점,경상북도 경산시 중산동 623,1 ,0 
전체,중방e편한세상2단지,경상북도 경산시 중방동 894,1 ,1 
전체,중산119안전센터,경상북도 경산시 중산동 630-1,1 ,0 
전체,진량복지회관,경상북도 경산시 진량읍 낙산길 7,1 ,0 
전체,진량초원장미아파트,경상북도 경산시 진량읍 초원길 53-4,1 ,2 
전체,하양2차롯데낙천대 아파트,경상북도 경산시 하양읍 대학로295길 26,1 ,0 
전체,하양금락우방타운,경상북도 경산시 하양읍 대학로298길 19-3,1 ,2 
전체,한국생산기술연구소 전기차충전소,경상북도 경산시 하양읍 대학리 0,2 ,0 
전체,한국전력 경산지사,-,2 ,1 
전체,현대타운,경상북도 경산시 정평동 대학로9길 8,1 ,1 
전체,홈플러스 경산점,경상북도 경산시 경안로 288,1 ,0 
전체,e편한세상황성,경상북도 경주시 황성동 1170,1 ,2 
전체,경주 예술의 전당,경상북도 경주시 황성동 1050-6,2 ,0 
전체,경주IC휴게소,경상북도 경주시 율동 64-1,2 ,0 
전체,경주여자정보고등학교,경상북도 경주시 시래동 729-1,1 ,0 
전체,경주지사,경상북도 경주시 동천동 804,2 ,4 
전체,경주코아루그랑블아파트,경상북도 경주시 도지동 329-2,1 ,0 
전체,경주푸르지오 아파트,경상북도 경주시 동천동 989,1 ,2 
전체,경주화백컨벤션센터,경상북도 경주시 신평동 182,3 ,0 
전체,고려제강 기숙사,경상북도 경주시 건천읍 조전리 14-1,0 ,1 
전체,동천동 공영주차장,경상북도 경주시 동천동 987-15,2 ,0 
전체,불국사농협 하나로마트,경상북도 경주시 시래동 376-3,2 ,0 
전체,불국사주차장,경상북도 경주시 진현동 50-2,1 ,0 
전체,서라벌광장휴게소,경상북도 경주시 율동 593,3 ,0 
전체,세잔베르체,경상북도 경주시 황성동 886-1,0 ,1 
전체,용강현진에버빌,경상북도 경주시 용강동 1380,1 ,2 
전체,천북농협 로컬푸드,경상남도 경주시 천북면 모아리 583-8,2 ,0 
전체,한국농어촌공사 경주지사,경상북도 경주시 황오동 150-1,2 ,0 
전체,한수원 푸르뫼사택,경상북도 경주시 양북면 어일리 1350,1 ,3 
전체,한수원아파트,경상북도 경주시 양남면 읍천리 산 13-2,1 ,3 
전체,현진에버빌1차아파트,경상북도 경주시 황성동 1163,1 ,3 
전체,홈플러스 경주점,경상북도 경주시 용강동 800-11,1 ,0 
전체,황성동 행정복지센터,경상북도 경주시 황성동 167,1 ,0 
전체,엄사삼진 아파트,충청남도 계룡시 엄사면 번영3길 73-12,1 ,0 
전체,홈플러스 계룡점,충청남도 계룡시 계룡대로 304,1 ,0 
전체,계산택지1 공영주차장,인천광역시 계양구 계산동 1060,1 ,0 
전체,계산택지2 공영주차장,인천광역시 계양구 계산동 1079-3,1 ,0 
전체,계산택지3 공영주차장,인천광역시 계양구 계산동 1076-4,2 ,0 
전체,계양구청,인천광역시 계양구 계산동 1079-1,4 ,0 
전체,계양구청 문화회관,인천광역시 계양구 계산동 724,1 ,0 
전체,계양산 공영주차장,인천광역시 계양구 계산동 905,1 ,0 
전체,작전동보2차 아파트,인천광역시 계양구 작전동 286-1,1 ,1 
전체,초정마을동아 아파트,인천광역시 계양구 용종동 213-3,1 ,1 
전체,홈플러스 계산점,인천광역시 계양구 계산동 1061,1 ,0 
전체,홈플러스 작전점,인천광역시 계양구 작전동 448-7,1 ,0 
전체,효성동금호어울림아파트,인천광역시 계양구 효성동 675,0 ,2 
전체,개진면 행정복지센터 주차장,경상북도 고령군 개진면 개포리 240-1,1 ,0 
전체,고령군보건소,경상북도 고령군 대가야읍 왕릉로 56-5,1 ,0 
전체,고아리 주차장,경상북도 고령군 대가야읍 고아리 127-6,1 ,0 
전체,금류강남타운1차,경상북도 고령군 다산면 상곡리 358,1 ,2 
전체,다산면사무소 주차장 부지(신규),경상북도 고령군 다산면 상곡리 175-1,1 ,0 
전체,대가야수목원 주차장,경상북도 고령군 대가야읍 장기리 산8-1,1 ,0 
전체,대가야테마파크 주차장,경상북도 고령군 대가야읍 대가야로 1216,1 ,0 
전체,덕곡면사무소,경상북도 고령군 덕곡면 덕운로 570,1 ,0 
전체,벌지1리 마을회관,경상북도 고령군 다산면 벌지리 989-1,1 ,0 
전체,성산득성리공용주차장,경상북도 고령군 성산면 득성리 190,1 ,0 
전체,용담권역문화복지센터,경상북도 고령군 쌍림면 백산리 98-6,1 ,0 
전체,용소보건진료소,경상북도 고령군 성산면 용소리 207,1 ,0 
전체,거류체육공원 주차장,경상남도 고성군 거류면 신용리 888,1 ,0 
전체,고성석미모닝파크,강원도 고성군 간성읍 상리 443-2,0 ,1 
전체,고성소방서,경상남도 고성군 간성읍 신안리 170,1 ,0 
전체,고성지사,강원도 고성군 간성읍 신안리 319-4,0 ,1 
전체,국민체육센터,강원도 고성군 거진읍 송포리 634-1,1 ,0 
전체,마암면사무소 주차장,경상남도 고성군 마암면 도전리 670-8,1 ,0 
전체,상족암군립공원사업소,경상남도 고성군 하이면 덕명리 12,1 ,0 
전체,상하수도사업본부,경상남도 고성군 고성읍 송학리 1-1,1 ,0 
전체,죽왕면사무소,강원도 고성군 죽왕면 오호리 170-3,1 ,0 
전체,한전 고성지사,경상남도 고성군 고성읍 동외리 334-2,1 ,1 
전체,남산공원 오토캠핑장,경상남도 고성읍 신월리 657-7,1 ,0 
전체,고양동 제1 공영주차장,경기도 고양시 덕양구 고양동 195-2,1 ,0 
전체,능곡2차 현대홈타운아파트,경기도 고양시 덕양구 토당동 능곡로13번길 16,1 ,0 
전체,능곡주민센터,경기도 고양시 덕양구 토당로 83,1 ,0 
전체,샘터마을1단지,경기도 고양시 덕양구 행신동 화신로 76,1 ,3 
전체,서정마을6단지 아파트,경기도 고양시 덕양구 행신동 서정로 19,0 ,1 
전체,서정마을휴먼시아7단지아파트,경기도 고양시 덕양구 행신동 소원로181번길 20,1 ,2 
전체,여성회관(행신동),경기도 고양시 덕양구 용현로 48,1 ,0 
전체,옥빛16단지입주자,경기도 고양시 덕양구 화정동 백양로 15,0 ,2 
전체,원당 래미안휴레스트 아파트,경기도 고양시 덕양구 성사동 호국로 863,2 ,2 
전체,원당e-편한세상 아파트,경기도 고양시 덕양구 성사동 호국로 859,1 ,4 
전체,원흥도래울6단지,경기도 고양시 덕양구 도내동 1103,1 ,4 
전체,주교벽산 아파트,경기도 고양시 덕양구 주교동 마상로57번길 58,0 ,1 
전체,푸른마을10단지,경기도 고양시 덕양구 고양동 푸른마을로120번길 34,1 ,1 
전체,푸른마을1단지동익미라벨 아파트,경기도 고양시 덕양구 고양동 푸른마을로 14,1 ,1 
전체,푸른마을6단지 풍림아이원 아파트,경기도 고양시 덕양구 고양동 푸른마을로 55,1 ,2 
전체,햇빛마을24단지,경기도 고양시 덕양구 행신동 958,0 ,4 
전체,화성그린빌 아파트,경기도 고양시 덕양구 고양동 벽제관로 45-10,0 ,1 
전체,화정환승공영주차장,경기도 고양시 덕양구 화정로 63,1 ,0 
전체,고양종합터미널환승주차장,경기도 고양시 일산동구 중앙로 1036,1 ,0 
전체,고양지사,경기도 고양시 일산동구 장백로 39,2 ,5 
전체,국립암센터,경기도 고양시 일산동구 마두동 809,2 ,0 
전체,백마4단지한양청구아파트,경기도 고양시 일산동구 마두동 734,1 ,0 
전체,백마역중앙하이츠빌1아파트,경기도 고양시 일산동구 풍동 고일로 171,0 ,2 
전체,백송7임광,경기도 고양시 일산동구 백석동 백석로 175,0 ,2 
전체,백송8단지선경코오롱아파트,경기도 고양시 일산동구 백석동 백석로 151,1 ,2 
